CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.06148,43,16.19,1,0.41,7.89,92.9,2.7785,22,613.8,23.6,137.99,34.7,45.8
0.43036,67,26.02,1,0.65,5.43,13.7,4.8447,21,526.4,27.8,170.55,14.98,5.2
0.59416,20,18.91,1,0.54,5.7,54.5,3.011,10,351.0,24.9,29.32,13.59,19.7
0.55731,91,27.26,1,0.46,8.19,45.2,9.071,8,317.9,18.8,183.36,27.86,12.8
1.4866,92,19.76,0,0.59,5.13,89.0,3.0407,24,220.9,19.2,212.56,30.52,40.2
0.00135,14,13.66,0,0.55,6.69,64.2,4.6219,23,204.9,15.6,388.33,24.93,22.5
0.52092,14,14.01,0,0.59,6.79,38.5,2.2671,1,370.9,11.2,349.41,4.72,42.7
0.45864,80,6.35,1,0.51,8.06,9.4,2.0698,5,322.0,28.8,372.22,15.25,28.8
0.44426,99,28.62,1,0.64,4.08,28.9,3.1396,19,136.8,12.0,108.29,1.51,47.8
1.64532,63,9.33,1,0.53,9.0,50.8,1.0268,20,286.1,15.4,60.07,4.8,24.9
0.00851,43,12.0,0,0.52,4.7,39.5,6.3877,14,180.2,28.9,255.4,29.41,20.8
0.59616,27,0.89,0,0.59,5.78,94.9,3.0005,11,581.3,21.6,80.61,11.63,38.1
0.84014,87,11.64,0,0.65,7.35,59.7,4.8833,7,386.9,27.1,234.59,7.23,13.2
0.35648,20,3.5,1,0.43,4.1,70.7,8.2777,12,210.5,23.9,78.29,39.24,33.8
0.20321,23,5.74,0,0.53,6.48,59.6,4.742,20,196.9,10.9,26.06,32.99,7.7
0.78233,34,23.69,1,0.54,4.07,40.5,7.8859,10,591.2,13.0,179.57,27.6,37.7
0.05115,32,14.17,1,0.56,5.27,6.1,7.409,7,434.1,12.4,254.58,13.7,39.8
0.29173,65,25.13,1,0.5,8.6,3.1,8.7547,6,401.8,19.6,37.65,7.54,10.9
0.36693,22,9.69,0,0.46,5.54,65.4,4.5691,12,368.8,26.3,219.89,32.83,44.8
0.59201,21,11.5,1,0.47,8.71,69.5,7.6846,6,546.7,24.4,174.73,37.14,9.1
0.04764,57,24.96,1,0.47,5.94,18.0,6.0682,16,430.2,14.1,102.1,34.68,38.5
0.12923,68,2.03,0,0.52,6.84,63.4,5.6877,19,171.6,18.3,68.75,10.85,46.2
0.26407,45,24.61,1,0.57,7.7,1.1,3.4218,16,141.7,24.0,93.73,4.48,34.0
0.48815,39,6.16,1,0.5,8.17,44.5,5.5766,18,260.7,27.9,358.64,20.66,30.5
1.09001,24,19.65,1,0.65,4.23,27.9,1.4918,16,684.0,28.3,12.75,31.15,37.4
0.48225,86,15.99,1,0.54,5.79,88.3,2.0391,6,149.0,20.1,58.99,39.28,15.0
0.07162,17,23.68,0,0.49,4.32,30.8,5.2977,8,422.8,18.3,207.27,36.72,18.6
1.97073,52,22.99,1,0.5,8.86,39.1,3.6879,13,652.5,23.0,273.06,2.25,42.5
1.02703,90,17.26,1,0.7,5.34,16.0,9.13,5,146.1,23.3,164.13,1.86,9.1
0.3493,8,17.42,1,0.6,6.09,13.1,9.5844,17,214.2,29.5,96.14,25.64,31.4
1.27776,5,22.03,0,0.52,6.08,34.2,8.9087,20,472.6,20.0,109.74,5.98,44.8
0.38977,97,18.32,0,0.67,5.73,75.0,1.3716,8,108.3,20.8,259.76,24.69,8.7
1.28397,86,16.77,1,0.63,4.64,6.8,8.3741,1,655.8,19.2,285.16,1.37,12.7
0.88568,82,14.93,1,0.66,5.2,6.0,5.1417,22,164.4,24.3,388.11,29.93,9.7
1.7255,10,28.73,1,0.45,7.09,81.1,1.4223,5,136.3,16.7,281.4,16.1,9.8
1.26151,62,6.64,0,0.64,7.97,52.4,2.0619,19,215.3,10.7,168.77,30.56,41.1
0.01835,29,13.11,0,0.54,8.21,86.0,8.1502,11,466.2,21.1,98.22,28.02,33.2
0.09605,11,12.56,1,0.42,5.2,61.3,5.3556,22,664.6,15.6,213.86,19.63,15.1
0.24644,30,17.6,1,0.43,4.95,7.8,6.3097,8,387.4,25.0,290.63,20.84,24.4
1.51977,71,20.51,0,0.57,6.31,17.4,1.1831,21,421.2,13.4,46.64,4.52,31.0
0.17836,58,6.68,1,0.52,6.4,44.2,1.3337,3,365.8,26.9,23.92,26.29,36.4
0.08746,94,16.86,0,0.42,5.82,18.8,4.8546,11,421.8,25.2,89.66,25.99,21.1
1.08712,42,27.61,0,0.53,5.75,86.6,5.5436,24,261.6,17.5,167.7,32.82,21.2
0.29565,85,7.03,0,0.64,7.66,98.1,2.4302,6,517.0,13.4,266.87,2.92,22.6
1.19231,71,3.32,1,0.46,8.9,61.9,4.3442,13,526.0,27.1,3.66,8.32,12.3
0.08731,25,8.38,0,0.62,4.06,64.9,1.0325,13,412.5,16.8,215.42,26.86,6.9
0.54105,54,16.58,0,0.53,4.55,88.9,2.2001,1,615.7,12.1,116.35,22.52,32.9
0.29014,83,13.57,1,0.5,5.2,67.8,1.2249,10,496.5,20.2,134.01,17.18,25.7
0.03979,25,13.21,1,0.53,8.42,38.5,8.9225,1,396.1,10.8,173.29,2.05,17.7
0.59613,45,19.63,0,0.59,8.37,24.0,1.5524,4,605.3,13.2,184.01,33.53,25.2
0.14211,3,27.49,0,0.51,6.03,40.9,6.0451,22,450.6,12.6,160.71,12.31,9.3
0.02021,84,5.58,0,0.56,6.0,96.7,6.2668,4,145.6,20.0,34.96,15.23,22.4
0.03091,83,10.46,0,0.42,6.22,8.0,1.0397,22,581.6,16.6,63.66,18.77,32.8
0.03151,37,11.55,0,0.6,4.19,10.3,6.5104,23,607.4,24.5,197.34,22.25,46.9
1.19153,33,4.6,0,0.44,8.33,66.2,8.6315,11,128.8,12.2,154.62,10.4,27.4
0.67331,60,26.72,1,0.45,7.53,60.4,6.194,6,562.2,16.1,398.68,20.45,16.0
1.1417,89,27.97,0,0.61,5.61,73.7,2.6707,15,688.5,16.0,307.85,37.09,25.0
0.55826,7,29.98,0,0.7,4.12,90.1,5.9558,22,574.4,24.9,233.14,8.87,14.7
0.37638,60,7.12,1,0.67,4.91,51.5,7.28,22,338.7,27.6,219.13,22.47,45.9
0.18152,37,2.15,1,0.54,5.61,35.0,7.157,2,530.6,19.9,20.0,38.95,46.9
3.09795,84,4.45,0,0.49,5.48,52.0,6.5091,23,275.3,21.2,270.69,19.71,7.4
0.22486,98,24.63,0,0.53,8.43,17.4,4.4432,13,494.6,25.9,226.17,36.3,38.6
0.31805,16,27.89,1,0.57,7.98,90.0,2.0927,21,410.5,27.4,206.36,2.48,24.8
0.2376,45,10.68,1,0.48,4.96,68.2,1.6426,8,497.3,25.3,306.58,21.43,42.2
1.94432,39,28.87,0,0.62,8.53,87.1,6.5036,11,348.3,15.2,313.2,1.11,31.6
0.09598,33,23.91,1,0.41,6.74,30.2,4.2627,11,192.5,11.5,86.68,11.57,19.1
0.19874,97,10.6,1,0.68,5.52,89.4,1.0185,18,352.6,14.2,73.86,36.75,6.1
0.57026,65,25.53,0,0.62,4.65,15.2,2.3448,13,386.4,22.4,263.87,17.2,44.6
0.03265,73,19.23,1,0.66,8.71,37.0,7.2818,2,506.7,21.0,132.32,19.06,31.8
0.46729,87,13.39,0,0.5,4.33,7.2,7.8231,15,270.7,20.2,181.91,16.72,18.4
0.32471,68,13.56,0,0.68,5.31,61.1,6.2453,22,487.4,11.5,17.75,29.84,10.2
0.16704,24,28.86,0,0.7,8.19,24.2,6.4453,19,240.3,18.2,169.18,16.53,30.0
0.13618,6,8.79,0,0.45,5.4,23.4,3.4638,15,558.9,10.5,376.74,20.93,36.6
0.3613,97,20.09,1,0.57,6.4,99.4,5.397,7,533.3,23.1,275.07,3.47,32.9
0.22938,60,24.13,0,0.66,7.92,24.0,9.4419,2,170.6,14.9,327.76,28.82,5.7
0.30488,88,11.56,0,0.41,6.95,51.2,4.4631,23,455.6,24.1,251.01,21.84,45.1
0.20585,61,13.93,1,0.63,7.57,61.7,6.4898,4,152.8,20.6,234.04,38.97,24.6
1.76158,59,19.27,1,0.41,5.56,96.9,4.2876,7,681.5,11.1,388.34,34.97,8.2
0.07161,74,17.63,0,0.6,4.99,94.4,5.0486,23,303.5,12.8,195.89,14.47,37.0
0.05091,29,22.0,0,0.43,7.02,41.1,8.0457,17,112.2,28.2,316.12,15.53,26.3
0.21033,28,25.67,1,0.43,4.84,11.2,4.5283,21,402.2,27.5,92.56,26.75,22.3
0.44705,24,16.25,0,0.49,6.69,19.4,4.9374,22,173.1,26.3,40.78,18.88,29.8
0.5382,3,28.78,1,0.51,8.21,1.0,3.5841,10,490.6,21.4,72.53,22.63,19.7
0.25313,82,8.43,1,0.55,7.0,0.1,8.4003,15,538.6,17.2,136.92,38.87,15.7
3.61674,21,2.0,1,0.42,7.19,77.7,3.7278,18,615.6,29.2,184.27,4.54,45.8
0.21685,6,11.53,1,0.52,5.38,35.7,7.5785,2,633.2,28.2,355.75,24.2,41.2
0.639,84,28.92,1,0.69,8.95,64.8,9.3482,4,285.7,10.3,237.05,27.43,20.0
0.50748,21,22.92,1,0.54,5.47,56.3,7.9179,13,314.7,12.4,257.04,9.56,18.1
0.83847,27,5.91,1,0.69,5.79,87.9,8.827,19,684.7,20.9,153.98,23.86,39.0
1.86957,26,29.39,1,0.68,5.93,57.5,2.2756,1,360.4,23.8,267.85,31.22,39.8
1.1027,89,21.07,0,0.48,8.75,11.0,4.6231,6,342.8,19.3,161.65,12.13,5.3
0.72315,64,23.98,0,0.64,7.05,87.9,1.2307,6,655.2,13.6,243.23,39.1,43.3
0.59908,3,1.62,1,0.5,4.3,72.3,5.7036,18,212.4,18.4,214.32,6.08,25.1
0.20436,53,21.68,0,0.59,5.89,30.8,9.9885,9,384.4,14.1,123.16,19.48,9.4
0.0799,37,14.51,0,0.5,4.73,75.5,5.8464,22,391.3,26.1,33.44,29.43,32.9
0.03234,7,23.85,0,0.46,4.69,39.3,8.7551,20,545.5,20.8,49.04,18.17,19.4
0.13847,80,21.48,1,0.57,6.97,86.1,9.9084,9,361.2,18.2,229.96,21.07,46.8
0.28306,75,5.29,0,0.66,5.76,49.6,3.9828,14,617.9,12.8,29.24,19.52,41.2
0.36907,11,27.56,1,0.69,6.7,60.6,4.8533,22,502.1,20.3,181.22,3.09,12.6
0.74159,2,17.33,0,0.48,7.1,7.4,5.9209,9,658.6,21.3,359.62,13.54,39.8
1.59394,54,11.57,1,0.6,6.44,83.4,7.5725,3,257.2,23.1,233.06,4.23,16.4
0.0624,5,6.83,1,0.65,5.08,49.2,5.5879,14,587.4,24.1,390.67,30.65,17.9
0.05659,17,23.51,1,0.46,4.46,13.8,2.6628,6,170.1,10.8,115.15,19.63,49.3
0.44543,78,29.12,0,0.55,5.5,5.0,5.5205,18,581.2,17.6,259.97,16.88,10.2
0.68403,5,22.07,1,0.67,6.69,36.2,7.4909,19,609.2,17.4,373.9,30.68,38.5
0.94243,78,18.3,0,0.66,5.4,96.7,7.7779,2,344.0,13.4,139.76,26.63,38.5
1.37313,81,28.51,0,0.4,5.96,83.9,4.7704,7,520.0,16.4,213.43,17.12,14.4
2.04997,30,21.35,1,0.59,8.53,61.2,6.4738,12,681.2,10.9,338.87,6.22,44.7
0.25525,98,13.69,1,0.59,4.13,48.3,9.939,10,211.0,19.2,132.53,19.82,9.0
0.23929,3,9.65,1,0.7,4.41,96.2,4.047,13,470.9,20.3,3.58,8.51,37.3
0.07997,0,5.66,0,0.61,8.1,95.6,1.9975,3,128.5,19.8,396.09,17.36,5.0
0.57749,93,26.21,0,0.56,4.93,51.3,2.27,9,303.2,12.8,162.45,35.35,37.0
0.53467,44,21.69,0,0.45,8.16,15.3,8.2697,20,184.7,12.1,43.79,11.76,32.8
0.99048,44,29.34,1,0.48,7.12,53.3,6.7474,8,422.1,25.2,294.41,17.91,22.1
0.05116,61,2.26,1,0.65,4.55,37.8,4.2995,18,461.9,25.0,130.02,2.23,34.3
0.34436,0,9.44,1,0.42,5.67,73.3,1.476,16,693.6,15.9,67.38,35.87,35.0
0.43504,17,12.19,0,0.4,8.81,41.4,1.8796,7,680.1,23.6,47.4,4.1,32.6
0.13824,29,28.88,1,0.58,4.88,2.2,6.2157,2,629.6,28.8,279.03,25.74,14.1
0.09258,91,17.72,0,0.6,6.07,81.4,6.1321,3,440.5,26.8,397.3,38.89,18.9
0.98156,34,20.4,1,0.65,5.54,79.0,6.0307,9,631.6,15.9,156.77,36.61,44.4
0.03016,100,8.13,0,0.56,6.55,63.8,7.1356,2,313.0,12.7,305.5,2.21,42.6
0.31803,59,7.72,1,0.65,6.17,81.9,8.6824,15,220.6,11.0,261.7,11.54,20.1
0.06156,21,10.28,1,0.65,8.66,4.2,5.875,4,415.6,20.1,168.38,5.2,49.5
0.30538,63,2.52,0,0.52,8.13,75.6,5.2267,6,418.7,19.2,19.57,16.81,47.6
1.95507,94,28.19,1,0.43,6.9,45.5,8.9969,14,646.0,25.0,163.77,18.66,37.1
0.27557,17,12.15,1,0.63,5.67,13.5,8.1015,1,103.4,25.4,11.71,7.52,14.3
0.97289,38,6.02,0,0.69,7.76,9.5,5.5795,8,613.3,11.4,380.9,31.21,15.4
0.06239,79,10.31,0,0.66,6.95,68.9,1.7062,16,464.9,29.4,163.76,14.61,26.5
0.15821,1,5.87,0,0.59,4.81,64.8,3.6325,3,663.8,15.2,231.7,16.57,8.4
0.25858,15,7.68,0,0.43,5.56,9.7,8.7295,11,547.1,17.5,376.29,12.59,45.4
0.25526,86,22.73,1,0.58,6.84,54.3,6.5636,21,319.8,21.5,230.41,12.18,23.4
0.55643,17,7.14,1,0.4,7.5,93.0,1.4695,4,480.9,10.8,68.93,17.38,21.1
0.21134,53,20.97,1,0.58,5.6,79.6,7.7487,7,321.8,24.3,380.65,17.0,25.4
0.62547,22,17.8,1,0.65,8.55,96.3,5.2143,16,652.9,13.8,75.18,21.09,46.5
0.5097,77,4.35,0,0.62,6.04,80.1,1.1233,20,111.8,28.3,51.26,28.65,46.0
0.25471,47,22.91,0,0.58,4.75,65.5,6.8887,14,432.9,14.9,144.98,5.36,16.5
0.28261,66,25.59,1,0.44,5.06,91.2,2.6737,2,404.4,18.3,173.94,4.63,29.7
0.47664,11,28.68,0,0.45,4.99,67.2,1.8006,9,214.1,14.5,390.95,7.06,24.5
0.03631,9,28.77,1,0.65,5.17,50.0,3.3699,23,356.9,22.9,221.62,4.75,7.1
0.86413,40,21.19,1,0.58,5.92,9.2,3.0711,5,278.1,17.5,322.34,7.34,28.6
0.52982,54,8.74,1,0.56,6.32,41.5,7.5671,23,502.2,14.8,307.59,2.22,39.5
0.64794,51,1.14,1,0.46,6.71,18.7,8.6321,2,551.9,26.9,160.89,33.25,39.8
0.38493,47,11.71,1,0.53,8.69,87.3,5.8054,17,562.8,24.1,29.86,32.24,38.0
0.05854,4,21.99,1,0.57,6.85,42.8,4.0561,15,336.6,19.4,47.89,1.93,14.2
0.25963,10,28.22,1,0.59,4.9,48.0,7.7869,3,214.8,15.7,397.09,13.68,8.3
0.25991,6,3.41,0,0.61,6.28,76.4,7.8582,2,276.4,27.4,343.98,25.43,12.6
0.1936,44,16.27,1,0.62,4.84,85.6,3.512,19,420.8,18.4,138.29,6.98,5.4
0.0152,72,14.24,1,0.59,8.56,38.8,1.3315,3,469.2,19.3,333.11,7.69,39.0
0.66828,8,1.37,0,0.45,4.84,39.2,8.696,16,576.9,13.8,359.95,3.63,14.2
0.05815,72,19.52,0,0.56,7.05,14.0,1.7749,22,531.8,26.7,369.36,7.14,24.6
0.46609,18,26.18,0,0.42,6.89,45.8,4.9812,6,204.6,21.0,350.08,26.24,9.2
0.60738,2,13.86,0,0.58,7.12,27.1,4.8779,19,546.4,23.1,74.49,25.56,29.2
0.50364,69,15.7,1,0.69,4.29,16.6,4.4182,3,169.1,18.4,317.39,11.41,23.4
1.59883,93,5.33,0,0.48,5.45,50.0,4.3507,22,650.7,10.4,22.25,11.06,17.3
0.05452,100,3.63,0,0.52,5.77,39.6,8.2788,20,513.9,16.0,322.61,17.21,47.8
1.00933,29,18.42,0,0.48,8.62,69.6,1.5005,6,167.1,10.4,230.76,19.67,19.0
0.01481,27,21.49,1,0.57,7.04,63.4,8.5832,6,601.9,10.6,293.97,36.79,35.1
0.38277,17,8.63,1,0.41,8.04,28.7,8.8658,18,507.1,29.7,219.88,27.42,48.4
0.25896,58,14.98,1,0.7,6.48,89.0,7.8155,6,527.1,11.9,239.01,13.48,36.4
0.37136,11,28.74,0,0.64,5.99,59.1,6.7193,5,392.5,19.0,14.81,30.86,35.9
0.22714,49,1.0,1,0.59,6.42,27.8,7.3621,17,462.8,26.8,12.58,18.26,40.3
0.10571,72,7.07,1,0.64,7.94,9.9,7.0403,12,356.9,18.4,324.85,23.99,34.2
0.00965,88,3.09,0,0.47,4.46,77.3,7.2771,2,440.5,15.0,116.42,26.6,23.4
0.36506,3,24.66,0,0.66,8.77,44.7,6.0906,11,573.9,18.3,322.89,13.68,15.5
0.92504,11,29.77,0,0.7,7.02,92.9,3.9729,20,219.9,26.5,281.4,20.52,48.1
0.23358,57,4.79,0,0.59,4.93,99.1,9.7686,9,625.5,10.9,225.98,4.94,34.1
0.12607,50,22.56,0,0.57,4.22,75.6,6.301,18,283.6,19.8,41.98,34.03,5.3
0.04198,15,8.62,0,0.54,4.64,3.1,3.5201,12,188.5,13.9,26.42,38.14,21.9
0.04459,57,9.86,0,0.59,4.54,74.4,6.6788,3,480.7,11.2,153.59,36.17,6.9
0.12513,3,27.9,0,0.6,6.01,73.2,7.5818,4,414.6,25.7,370.1,2.75,43.6
0.05269,100,21.38,1,0.57,7.46,47.4,9.2283,11,274.9,10.3,90.51,34.26,14.9
0.15397,60,24.36,1,0.63,5.25,55.4,8.304,24,476.9,18.3,168.9,33.84,29.3
0.03422,39,13.64,0,0.51,5.93,75.1,6.5556,3,528.6,20.9,256.68,6.1,14.0
0.03393,85,9.82,0,0.64,6.82,27.4,8.9293,19,263.6,13.5,198.68,29.12,33.7
0.96993,29,4.15,1,0.59,8.07,37.7,6.9271,4,170.0,28.0,10.04,3.1,34.3
0.08844,53,18.76,0,0.5,7.04,96.5,2.2861,17,406.2,18.2,278.11,32.66,39.4
0.41013,67,20.4,0,0.45,4.93,1.0,3.7095,14,269.8,13.6,367.36,32.28,28.7
0.74241,56,27.91,0,0.54,5.22,57.7,2.3303,7,295.1,22.2,239.88,38.74,42.5
0.30478,75,3.75,0,0.54,5.86,52.7,1.9456,6,396.4,22.8,232.17,17.92,39.3
0.08325,79,22.11,1,0.49,6.44,95.3,6.4097,6,538.7,17.8,334.12,20.38,28.3
0.11132,45,16.4,0,0.58,8.42,81.9,2.7179,18,109.0,10.6,333.14,17.81,43.4
0.28368,90,13.72,1,0.4,5.23,66.5,9.3363,7,386.9,23.2,74.7,20.9,10.5
0.37564,79,22.59,0,0.5,8.64,47.2,6.2715,14,174.1,14.8,168.92,32.8,11.3
0.21496,97,18.22,1,0.59,7.87,84.7,3.2854,9,611.9,13.0,327.71,34.87,49.5
0.76044,11,3.08,1,0.41,5.6,25.3,6.0152,17,255.9,26.4,293.93,1.6,10.9
0.69519,5,12.57,0,0.57,8.83,73.9,7.3731,7,342.4,20.1,337.76,27.06,33.4
1.3101,30,29.87,1,0.51,5.84,14.0,5.2156,15,128.5,19.0,51.78,25.34,33.8
0.01469,58,23.03,1,0.63,7.4,94.8,9.1464,3,189.5,25.1,175.79,24.86,22.4
1.1302,68,22.88,1,0.46,8.68,62.3,6.137,22,101.1,19.4,283.58,30.23,24.6
0.24926,59,27.67,1,0.65,7.95,19.5,6.0726,2,316.0,22.2,292.06,29.59,28.3
1.0534,32,21.88,1,0.46,8.43,64.8,2.8929,20,586.4,18.1,28.72,5.19,26.5
0.58686,37,25.44,0,0.58,4.81,68.9,1.7864,24,445.5,27.8,284.78,28.7,33.4
2.185,43,12.03,0,0.46,7.22,48.8,7.904,14,603.9,21.3,250.49,33.34,7.9
0.71207,60,12.0,1,0.56,4.4,36.3,5.7368,24,205.3,28.1,139.57,1.48,15.3
0.22671,45,28.71,1,0.54,8.9,71.0,4.8385,8,506.4,28.0,121.64,13.47,30.5
0.34764,29,22.72,1,0.47,7.49,17.0,8.0344,9,547.5,25.2,11.6,8.81,30.3
0.23611,27,14.14,0,0.58,4.52,36.2,4.613,13,306.4,21.0,156.8,1.73,15.9
0.227,27,14.69,0,0.47,7.96,29.0,6.2896,7,168.6,23.1,122.8,34.88,9.2
0.15116,29,0.5,0,0.55,6.31,14.1,2.0239,21,545.3,14.4,172.6,21.97,14.4
0.34256,72,6.89,1,0.66,4.4,66.9,9.8795,3,412.9,28.4,283.5,29.74,28.8
0.57244,75,14.14,1,0.66,8.02,66.6,2.4793,8,381.8,27.2,58.19,9.49,22.2
0.16241,97,8.81,0,0.59,4.18,89.1,2.5215,12,602.3,25.7,191.98,5.86,18.3
0.37157,78,29.45,0,0.54,7.98,37.9,4.9638,13,395.7,10.5,317.14,7.08,7.2
0.06243,38,3.47,1,0.6,6.87,8.7,3.3274,17,277.0,13.9,99.45,33.99,7.4
0.08708,11,15.17,0,0.64,4.01,39.1,6.6662,24,549.1,28.3,345.47,11.08,41.6
0.02397,74,0.3,0,0.64,6.23,45.4,1.1166,20,261.9,26.2,373.18,25.09,29.7
1.76562,89,8.18,0,0.56,7.05,13.2,5.7625,4,265.8,26.9,45.14,14.82,47.0
0.00193,32,6.73,1,0.49,5.03,92.0,8.3347,16,225.2,18.1,46.28,18.18,16.1
0.09836,50,18.15,0,0.6,5.18,1.8,9.5472,19,162.0,15.1,258.08,34.35,11.2
0.47449,40,26.62,0,0.41,4.32,35.6,7.6591,16,580.9,27.8,206.88,29.64,6.4
0.04244,70,16.99,1,0.69,7.35,35.8,2.6851,11,520.4,17.5,361.43,14.09,31.7
1.0681,30,19.32,0,0.5,4.97,97.9,7.0198,24,329.9,16.0,320.78,35.99,31.7
0.63581,22,8.4,1,0.53,8.31,23.4,7.1098,22,535.0,16.0,200.76,13.32,14.7
1.69647,75,9.27,1,0.56,7.79,58.2,5.423,9,676.7,27.6,27.48,30.26,23.4
0.35427,35,14.97,1,0.62,4.46,92.1,7.8689,18,379.7,13.5,39.55,31.8,10.4
0.17863,84,17.06,1,0.45,6.79,27.8,7.96,14,393.0,26.7,179.4,15.07,11.6
0.3987,68,16.39,0,0.51,6.06,52.6,7.3461,3,417.4,19.6,121.83,21.46,33.4
1.33551,63,7.8,0,0.5,7.89,76.9,3.3149,5,259.9,15.2,377.25,18.92,19.2
0.36778,4,4.38,0,0.42,7.31,19.0,9.3383,13,248.8,21.7,266.34,25.36,18.6
0.15545,49,11.05,1,0.54,4.39,97.7,1.415,17,393.0,15.6,108.21,29.46,32.0
1.04941,29,23.52,0,0.43,8.91,7.0,9.7393,13,400.4,20.3,142.78,36.57,16.1
0.23254,63,17.88,1,0.66,5.28,49.6,5.7862,16,273.6,22.3,32.31,23.77,5.7
0.00069,61,5.46,0,0.56,5.28,61.8,6.8744,2,449.4,21.7,99.88,36.19,18.7
0.1423,91,7.0,1,0.65,5.52,19.7,8.4853,4,562.5,26.3,127.51,39.72,44.3
0.19153,83,27.13,1,0.58,8.88,64.8,2.4629,15,513.7,22.4,256.78,22.28,44.4
0.97871,90,11.89,1,0.68,8.02,22.6,9.0689,19,188.3,14.4,69.02,10.83,46.3
0.30671,26,25.61,0,0.42,4.43,20.0,1.0853,22,485.4,15.9,270.87,26.06,13.7
0.29402,73,29.32,1,0.62,6.09,46.3,9.368,2,102.1,18.0,47.06,29.44,35.1
0.20481,50,10.74,1,0.6,8.28,90.4,4.7027,10,335.6,25.4,357.65,26.28,27.1
1.06297,95,0.39,0,0.64,5.75,82.7,9.9589,18,376.6,28.1,250.57,3.17,16.8
1.45045,94,21.83,1,0.57,5.46,47.2,3.077,9,577.3,10.5,230.99,8.36,34.0
2.40735,17,14.56,1,0.49,7.2,92.7,6.9938,15,628.1,29.9,74.91,10.3,32.5
0.2364,71,26.62,0,0.49,5.84,44.7,8.6426,21,530.9,19.8,296.35,10.56,11.5
1.69287,56,5.08,1,0.67,4.81,71.4,1.2013,8,565.2,12.6,94.42,37.63,39.2
0.78482,35,7.3,0,0.51,6.42,48.6,1.2162,24,659.0,21.3,319.22,27.05,46.0
0.56303,73,14.15,1,0.64,8.06,54.4,1.2981,6,390.7,19.2,311.58,10.06,18.9
0.14045,92,4.07,0,0.63,8.22,82.2,1.0537,7,267.8,11.0,375.76,7.46,9.5
0.12196,47,10.81,1,0.55,7.08,71.0,2.9219,2,322.1,21.6,313.08,2.88,21.4
0.09079,48,0.47,0,0.67,9.0,41.8,8.2387,11,357.2,28.6,145.98,12.04,43.2
1.2804,71,24.05,1,0.49,8.92,81.8,2.9837,3,289.7,19.5,204.26,14.13,25.8
0.17412,67,3.02,1,0.4,5.19,75.4,4.1975,18,282.2,14.6,250.75,11.95,39.4
0.30174,71,17.88,1,0.63,7.85,80.5,1.4192,7,689.6,23.4,107.01,29.07,31.3
0.34057,62,7.87,0,0.63,4.92,29.0,3.7555,11,695.4,15.4,320.02,23.11,48.9
0.75293,72,0.9,1,0.46,6.06,78.6,1.7183,10,485.8,28.3,131.64,5.03,30.1
0.9297,37,3.29,0,0.64,4.05,42.0,3.5621,14,585.9,19.5,52.05,26.33,40.2
0.07487,5,20.98,0,0.66,5.01,49.6,6.1775,5,532.7,25.7,23.81,13.11,22.3
0.27835,97,26.73,0,0.6,5.12,29.7,3.365,7,509.3,11.0,264.0,29.91,25.2
0.92529,55,1.64,1,0.56,8.94,26.0,6.6285,20,187.9,24.6,105.88,20.07,17.2
0.85197,92,8.44,1,0.59,4.21,4.3,6.8799,14,182.0,13.0,340.63,6.49,16.4
0.05402,46,11.95,1,0.59,8.73,45.3,6.197,15,631.5,14.4,308.97,8.13,29.9
0.08503,38,29.36,0,0.65,8.19,5.3,5.0252,6,108.6,27.2,46.08,22.51,35.2
0.18135,49,13.28,1,0.47,4.11,74.1,3.3604,17,507.9,12.5,222.11,12.09,6.6
0.03917,8,24.75,0,0.68,4.68,64.3,2.3238,19,582.9,15.9,386.95,15.9,6.8
0.2764,65,8.43,0,0.68,7.15,30.1,5.1484,3,530.7,17.4,331.69,31.64,6.3
0.05693,66,14.05,1,0.47,5.75,7.4,6.5368,13,186.6,28.2,348.9,22.68,29.0
0.41992,62,24.78,0,0.43,5.71,21.6,2.0322,18,484.3,12.9,105.1,35.21,31.2
0.14155,16,23.06,0,0.6,7.48,4.3,2.9351,4,174.1,22.3,290.19,27.83,29.7
0.45371,61,7.16,0,0.43,8.97,90.5,2.6119,2,377.3,14.1,135.95,7.0,26.8
0.06251,66,7.58,1,0.47,5.66,41.5,3.0728,2,492.9,15.8,331.23,4.88,30.2
1.86244,11,16.45,0,0.45,8.62,59.7,2.0494,19,323.1,18.9,41.06,26.09,18.5
1.34827,31,28.14,1,0.66,7.64,32.9,4.7882,7,410.3,20.9,274.05,21.89,46.1
0.24862,10,3.6,0,0.67,8.23,52.5,3.8864,10,668.2,13.5,257.96,29.64,43.3
0.13865,20,23.16,0,0.49,6.54,54.8,6.4809,14,286.2,21.9,104.53,22.63,27.5
0.14411,100,22.13,1,0.5,6.67,72.0,9.1341,24,205.0,22.1,252.86,39.52,32.5
0.33024,14,25.52,0,0.54,6.73,48.5,6.3842,10,644.5,18.2,364.35,39.28,32.4
0.02041,52,26.68,0,0.44,6.83,29.7,2.6291,4,390.0,14.0,246.07,11.61,15.8
0.51042,71,26.5,1,0.63,4.72,32.7,2.0025,14,397.8,16.7,73.62,31.88,12.2
0.26238,29,27.03,1,0.56,5.04,92.7,6.8908,14,672.1,12.0,122.46,30.88,45.0
